"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"20573","REL","Cryo-EM structure of RET/GFRAL/GDF15 extracellular complex. The 3D refinement was focused on one of two halves with C1 symmetry applied.","Li J, Shang GJ, Zhang XW, Bai XC","2019-08-08","3.7","","Cryo-EM analyses reveal the common mechanism and diversification in the activation of RET by different ligands."
"20576","REL","Cryo-EM structure of RET/GFRa2/NRTN extracellular complex. The 3D refinement was applied with C2 symmetry.","Li J, Shang GJ, Chen YJ, Brautigam CA, Liou J, Zhang XW, Bai XC","2019-08-08","3.7","6q2o","Cryo-EM analyses reveal the common mechanism and diversification in the activation of RET by different ligands."
"20577","REL","Cryo-EM structure of RET/GFRa2/NRTN extracellular complex. The 3D refinement was focused on one of two halves with C1 symmetry applied.","Li J, Shang GJ","2019-08-08","3.4","","Cryo-EM analyses reveal the common mechanism and diversification in the activation of RET by different ligands."
"20579","REL","Cryo-EM structure of RET/GFRa3/ARTN extracellular complex. The 3D refinement was applied with C2 symmetry.","Li J, Shang GJ, Chen YJ, Brautigam CA, Liou J, Zhang XW, Bai XC","2019-08-08","3.8","6q2s","Cryo-EM analyses reveal the common mechanism and diversification in the activation of RET by different ligands."
"20580","REL","Cryo-EM structure of RET/GFRa3/ARTN extracellular complex. The 3D refinement was focused on one of two halves with C1 symmetry applied.","Li J, Shang GJ","2019-08-08","3.5","","Cryo-EM analyses reveal the common mechanism and diversification in the activation of RET by different ligands."
"20581","REL","In situ structure of BmCPV RNA dependent RNA polymerase at quiescent state","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-08","3","6ty8","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20582","REL","In situ structure of BmCPV RNA dependent RNA polymerase at initiation state","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-08","2.9","6ty9","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20583","REL","ExbB-ExbD complex in MSP1E3D1 nanodisc","Celia H, Botos I, Jiang J, Buchanan SK","2019-08-09","3.3","6tyi","Cryo-EM structure of the bacterial Ton motor subcomplex ExbB-ExbD provides information on structure and stoichiometry."
"20584","REL","A potent cross-neutralizing antibody targeting the fusion glycoprotein inhibits Nipah virus and Hendra virus infection","Dang HV, Chan YP, Park YJ, Snijder J, Da Silva SC, Vu B, Yan L, Feng YR, Rockx B, Geisbert T, Mire CE, Broder CB, Veesler D, Seattle Structural Genomics Center for Infectious Disease (SSGCID)","2019-08-09","3.5","6tys","An antibody against the F glycoprotein inhibits Nipah and Hendra virus infections."
"20585","REL","In situ structure of BmCPV RNA-dependent RNA polymerase at abortive state","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-09","2.8","6tz0","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20586","REL","In situ structure of BmCPV RNA-dependent RNA polymerase at early-elongation state","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-09","3.4","6tz1","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20587","REL","In situ structure of BmCPV RNA-dependent RNA polymerase at elongation state","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-09","3.5","6tz2","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20594","REL","CryoEM-derived model of NA-63 Fab in complex with N9 Shanghai2","Ward AB, Turner HL","2019-08-13","3.1","6u02","Structural Basis of Protection against H7N9 Influenza Virus by Human Anti-N9 Neuraminidase Antibodies."
"20595","REL","BmCPV virion","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","3.7","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20596","REL","BmCPV virion with SAM","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","3.9","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20597","REL","BmCPV virion with SAM and GTP","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","3.7","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20598","REL","BmCPV virion with SAM and ATP","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","4","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20599","REL","BmCPV virion with SAM  GTP  and ATP","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","3.1","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20600","REL","BmCPV virion with SAM  GTP  ATP  and UTP","Cui YX, Zhang YN, Sun JC, Zhou ZH","2019-08-13","3.6","","Conservative transcription in three steps visualized in a double-stranded RNA virus."
"20605","REL","Asymmetrically open conformational state (Class I) of HIV-1 Env trimer BG505 SOSIP.664 in complex with sCD4 and E51 Fab","Yang Z, Bjorkman PJ","2019-08-14","3.3","6u0l","Asymmetric opening of HIV-1 Env bound to CD4 and a coreceptor-mimicking antibody."
"20607","REL","Structure of the S. cerevisiae replicative helicase CMG in complex with a forked DNA","Yuan Z, Georgescu R, Bai L, Zhang D, O'Donnell M, Li H","2019-08-14","3.9","6u0m","DNA unwinding mechanism of a eukaryotic replicative CMG helicase."
"20608","REL","Asymmetrically open conformational state (Class II) of HIV-1 Env trimer BG505 SOSIP.664 in complex with sCD4 and E51 Fab","Yang Z, Bjorkman PJ","2019-08-14","3.5","6u0n","Asymmetric opening of HIV-1 Env bound to CD4 and a coreceptor-mimicking antibody."
"20609","REL","Cryo-EM structure of the chimeric vector AAV2.7m8","Agbandje-McKenna M, Bennett A","2019-08-14","2.9","6u0r","Cryo-EM structure of the chimeric vector AAV2.7m8"
"20610","REL","Atomic-Resolution Cryo-EM Structure of AAV2 VLP","Agbandje-Mckenna M, Bennett A","2019-08-14","3","6u0v","Cryo-EM structure of the chimeric vector AAV2.7m8"
"20612","REL","GPCR-Beta arrestin structure in lipid bilayer","Staus DP, Hu H, Robertson MJ, Kleinhenz ALW, Wingler LM, Capel WD, Latorraca NR, Lefkowitz RJ, Skiniotis G","2019-08-16","4","6u1n","Structure of the M2 muscarinic receptor-beta-arrestin complex in a lipid nanodisc."
"20614","REL","Structure of the Vesicular Stomatitis Virus L Protein in Complex with Its Phosphoprotein Cofactor (3.0 A resolution)","Jenni S, Bloyet LM, Dias-Avalos R, Liang B, Wheelman SPJ, Grigorieff N, Harrison SC","2019-08-17","3","6u1x","Structure of the Vesicular Stomatitis Virus L Protein in Complex with Its Phosphoprotein Cofactor."
"20615","REL","AAV8 human HEK293-produced  empty capsid","Paulk NK, Poweleit N","2019-08-18","3.3","6u20","Methods Matter: Standard Production Platforms for Recombinant AAV Produce Chemically and Functionally Distinct Vectors."
"20616","REL","EM structure of MPEG-1(w.t.) soluble pre-pore","Pang SS, Bayly-Jones C","2019-08-19","3.5","6u23","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1."
"20617","REL","EM map of MPEG-1 (w.t.) soluble pre-pore complex","Pang SS, Bayly-Jones C","2019-08-19","3.5","","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1"
"20619","REL","EM map of MPEG-1(L425K  alpha conformation) soluble pre-pore complex","Pang SS, Bayly-Jones C","2019-08-19","3","","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1"
"20620","REL","EM structure of MPEG-1 (L425K  alpha conformation) soluble pre-pore complex","Pang SS, Bayly-Jones C","2019-08-20","2.4","6u2j","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1."
"20621","REL","EM structure of MPEG-1 (L425K  alpha conformation) soluble pre-pore complex","Pang SS, Bayly-Jones C","2019-08-20","2.9","6u2k","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1."
"20623","REL","EM structure of MPEG-1 (L425K  beta conformation) soluble pre-pore complex","Pang SS, Bayly-Jones C","2019-08-20","2.8","6u2l","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1."
"20624","REL","Empty AAV3B","Subramanian S, Hafenstein S","2019-08-20","3.3","","Filling Adeno-Associated Virus Capsids: Estimating Success by Cryo-Electron Microscopy."
"20625","REL","AAV3B genome containing","Subramanian S, Hafenstein S","2019-08-20","3.4","","Filling Adeno-Associated Virus Capsids: Estimating Success by Cryo-Electron Microscopy."
"20626","REL","AAV8 Baculovirus-Sf9 produced  full capsid","Paulk NK, Poweleit N","2019-08-20","3.6","6u2v","Methods Matter: Standard Production Platforms for Recombinant AAV Produce Chemically and Functionally Distinct Vectors."
"20627","REL","EM structure of MPEG-1(L425K) pre-pore complex bound to liposome","Pang SS, Bayly-Jones C","2019-08-20","3.6","6u2w","The cryo-EM structure of the acid activatable pore-forming immune effector Macrophage-expressed gene 1."
"20630","REL","The atomic structure of a human adeno-associated virus capsid isolate (AAVhu69/AAVv66)","Hsu H-L, Brown A","2019-08-22","2.5","6u3q","Structural characterization of a novel human adeno-associated virus capsid with neurotropic properties."
"20631","REL","Composite cryo-EM density map of the 48-nm repeat doublet microtubule from Chlamydomonas reinhardtii","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.4","6u42","Structure of the Decorated Ciliary Doublet Microtubule."
"20632","REL","Composite cryo-EM density map of half 1 of the 96-nm repeat of the doublet microtubule from wild-type Chlamydomonas reinhardtii","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.6","","Structure of the Decorated Ciliary Doublet Microtubule."
"20633","REL","Composite cryo-EM density map of half 2 of the 96-nm repeat of the doublet microtubule from wild-type Chlamydomonas reinhardtii","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.6","","Structure of the Decorated Ciliary Doublet Microtubule."
"20634","REL","Composite cryo-EM density map of protofilaments A07-A08 of the 48-nm repeat doublet microtubule (extended lattice)","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.5","","Structure of the Decorated Ciliary Doublet Microtubule."
"20635","REL","Composite cryo-EM density map of protofilaments A07-A08 of the 48-nm repeat doublet microtubule (compact lattice)","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.7","","Structure of the Decorated Ciliary Doublet Microtubule."
"20636","REL","Composite cryo-EM density map of the 48-nm repeat of the doublet microtubule from Chlamydomonas reinhardtii rib72 mutant","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","3.9","","Structure of the Decorated Ciliary Doublet Microtubule."
"20637","REL","Composite cryo-EM density map of the 48-nm repeat of the doublet microtubule from Chlamydomonas reinhardtii fap166 mutant","Ma M, Stoyanova M, Rademacher G, Dutcher SK, Brown A, Zhang R","2019-08-22","4","","Structure of the Decorated Ciliary Doublet Microtubule."
"20638","REL","E. coli 50S with phazolicin (PHZ) bound in exit tunnel","Watson ZL, Cate JHD, Polikanov YS, Severinov K","2019-08-23","2.9","6u48","Structure of ribosome-bound azole-modified peptide phazolicin rationalizes its species-specific mode of bacterial translation inhibition."
"20642","REL","HIV-1 B41 SOSIP.664 in complex with rabbit antibody 13B","Yang YR, Ward AB","2019-08-27","3.9","6u59","Autologous Antibody Responses to an HIV Envelope Glycan Hole Are Not Easily Broadened in Rabbits."
"20643","REL","CryoEM Structure of Pyocin R2 - precontracted - baseplate","Ge P, Avaylon J, Scholl D, Shneider MM, Browning C, Buth SA, Plattner M, Ding K, Leiman PG, Miller JF, Zhou ZH","2019-08-27","3.5","6u5b","Action of a minimal contractile bactericidal nanomachine."
"20644","REL","CryoEM Structure of Pyocin R2 - precontracted - collar","Ge P, Avaylon J, Scholl D, Shneider MM, Browning C, Buth SA, Plattner M, Ding K, Leiman PG, Miller JF, Zhou ZH","2019-08-27","3.8","6u5f","Action of a minimal contractile bactericidal nanomachine."
"20646","REL","CryoEM Structure of Pyocin R2 - precontracted - hub","Ge P, Avaylon J, Scholl D, Shneider MM, Browning C, Buth SA, Plattner M, Ding K, Leiman PG, Miller JF, Zhou ZH","2019-08-27","4","6u5h","Action of a minimal contractile bactericidal nanomachine."
"20647","REL","CryoEM Structure of Pyocin R2 - postcontracted - collar","Ge P, Avaylon J, Scholl D, Shneider MM, Browning C, Buth SA, Plattner M, Ding K, Leiman PG, Miller JF, Zhou ZH","2019-08-27","3.5","6u5j","Action of a minimal contractile bactericidal nanomachine."
"20648","REL","CryoEM Structure of Pyocin R2 - postcontracted - baseplate","Ge P, Avaylon J, Scholl D, Shneider MM, Browning C, Buth SA, Plattner M, Ding K, Leiman PG, Miller JF, Zhou ZH","2019-08-27","3.5","6u5k","Action of a minimal contractile bactericidal nanomachine."
"20650","REL","Calcium-bound MthK gating ring state 2","Fan C, Nimigean CM","2019-08-28","3.2","6u5n","Ball-and-chain inactivation in a calcium-gated potassium channel."
"20651","REL","Structure of the Human Metapneumovirus Polymerase bound to the phosphoprotein tetramer","Pan J, Qian X, Lattmann S, Sahili AE, Yeo TH, Kalocsay M, Fearns R, Lescar J","2019-08-28","3.7","6u5o","Structure of the human metapneumovirus polymerase phosphoprotein complex."
"20652","REL","Calcium-bound MthK gating ring state 1","Fan C, Nimigean CM","2019-08-28","3.3","6u5p","Ball-and-chain inactivation in a calcium-gated potassium channel."
"20653","REL","Calcium-bound MthK closed state","Fan C, Nimigean CM","2019-08-28","3.6","6u5r","Ball-and-chain inactivation in a calcium-gated potassium channel."
"20654","REL","NTD of GluA2 in complex with CNIH3 - with antagonist ZK200775 - in pseudo-symmetric global conformation","Nakagawa T","2019-08-28","3.1","6u5s","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20655","REL","Electron cryomicroscopy Structure of S. cerevisiae FAS in the Apo state","Lou JW, Mazhab-Jafari MT","2019-08-28","2.9","6u5t","Electron cryomicroscopy observation of acyl carrier protein translocation in type I fungal fatty acid synthase."
"20656","REL","Electron cryomicroscopy Structure of S. cerevisiae FAS in the KS-stalled state","Lou JW, Mazhab-Jafari MT","2019-08-28","2.8","6u5u","Electron cryomicroscopy observation of acyl carrier protein translocation in type I fungal fatty acid synthase."
"20657","REL","Electron cryomicroscopy Structure of C. albicans FAS in the Apo state","Lou JW, Mazhab-Jafari MT","2019-08-28","2.8","6u5v","Electron cryomicroscopy observation of acyl carrier protein translocation in type I fungal fatty acid synthase."
"20658","REL","Electron cryomicroscopy structure of C. albicans FAS in the KS-stalled state","Lou JW, Mazhab-Jafari MT","2019-08-28","3.3","6u5w","Electron cryomicroscopy observation of acyl carrier protein translocation in type I fungal fatty acid synthase."
"20659","REL","Cryo-EM structure of E. coli LonA S679A","Botos I, Lountos GT, Weimin W, Wlodawer A","2019-08-28","3.5","6u5z","Cryo-EM structure of substrate-free E. coli Lon protease provides insights into the dynamics of Lon machinery"
"20660","REL","Raptor-Rag-Ragulator complex","Rogala KB, Sabatini DM","2019-08-29","3.2","6u62","Structural basis for the docking of mTORC1 on the lysosomal surface."
"20663","REL","MthK closed state with EDTA","Fan C, Rheinberger J, Nimigean CM","2019-08-29","3.6","6u6d","Ball-and-chain inactivation in a calcium-gated potassium channel."
"20666","REL","NTD of GluA2 in complex with CNIH3 - with antagonist ZK200775 - in asymmetric global conformation","Nakagawa T","2019-08-29","3.1","6u6i","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20668","REL","Cryo-EM structure of the HCoV-229E spike glycoprotein","Li Z, Benlekbir S, Rubinstein JL, Rini JM","2019-09-02","3.1","6u7h","The human coronavirus HCoV-229E S-protein structure and receptor binding."
"20669","REL","HBV T=3 particle","Wu W, Watts NR, Cheng N, Huang R, Steven A, Wingfield PT","2019-09-03","3.5","6ui6","Expression of quasi-equivalence and capsid dimorphism in the Hepadnaviridae."
"20670","REL","HBV T=4 particle","Wu W","2019-09-03","3.7","6ui7","Expression of quasi-equivalence and capsid dimorphism in the Hepadnaviridae."
"20672","REL","Prefusion structure of PEDV spike","Wrapp D, McLellan JS","2019-09-03","3.1","6u7k","The 3.1-Angstrom Cryo-electron Microscopy Structure of the Porcine Epidemic Diarrhea Virus Spike Protein in the Prefusion Conformation."
"20677","REL","Apo full-length rat TRPV2 in nanodiscs  state 1","Pumroy RA, Moiseenkova-Bell VY","2019-09-04","3.7","6u84","Molecular mechanism of TRPV2 channel modulation by cannabidiol."
"20678","REL","Apo full-length rat TRPV2 in nanodiscs  state 2","Pumroy RA, Moiseenkova-Bell VY","2019-09-04","4","6u86","Molecular mechanism of TRPV2 channel modulation by cannabidiol."
"20682","REL","CBD-bound full-length rat TRPV2 in nanodiscs  state 2","Pumroy RA, Moiseenkova-Bell VY","2019-09-04","3.2","6u88","Molecular mechanism of TRPV2 channel modulation by cannabidiol."
"20686","REL","CBD-bound full-length rat TRPV2 in nanodiscs  state 1","Pumroy RA, Moiseenkova-Bell VY","2019-09-04","3.4","6u8a","Molecular mechanism of TRPV2 channel modulation by cannabidiol."
"20687","REL","Human IMPDH2 treated with ATP  IMP  and NAD+. Filament assembly interface reconstruction.","Johnson MC, Kollman JM","2019-09-04","3","6u8e","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20688","REL","Human IMPDH2 treated with ATP  IMP  and NAD+. Fully extended filament segment reconstruction.","Johnson MC, Kollman JM","2019-09-05","3.3","6u8n","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20690","REL","Human IMPDH2 treated with ATP  IMP  and NAD+. Bent (1/4 compressed  3/4 extended) segment reconstruction.","Johnson MC, Kollman JM","2019-09-05","3.9","6u8r","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20691","REL","Human IMPDH2 treated with ATP  IMP  NAD+  and 2 mM GTP. Filament assembly interface reconstruction.","Johnson MC, Kollman JM","2019-09-05","3.1","6u8s","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20692","REL","structure of an archaea respiratory membrane complex","Yu HJ, Li HL","2019-09-06","4","6u8y","structure of an archaea respiratory membrane complex"
"20693","REL","Adeno-associated virus strain AAVhu.37 capsid icosahedral structure","Kaelber JT, Yost SA, Firlar E, Mercer AC","2019-09-06","2.6","6u95","Structure of the AAVhu.37 capsid by cryoelectron microscopy"
"20698","REL","Structure of Francisella PdpA-VgrG Complex  half-lidded","Yang X, Clemens DL, Lee B-Y, Cui Y, Zhou ZH, Horwitz MA","2019-09-08","4","6u9g","Structure of Francisella PdpA-VgrG Complex, half-lidded"
"20700","REL","Arabidopsis thaliana acetohydroxyacid synthase complex","Guddat LW, Low YS, Rao Z","2019-09-08","3.8","6u9h","Fungal and plant acetohydroxyacid synthases form complex multi-subunit assemblies in the shape of a Maltese Cross."
"20701","REL","Human IMPDH2 treated with ATP  IMP  NAD+  and 2 mM GTP. Fully compressed filament segment reconstruction.","Johnson MC, Kollman JM","2019-09-09","3.4","6u9o","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20702","REL","EMDB: Cryo electron microscopy map of the ATP-gated rat P2X7 ion channel in the apo  closed state","Mansoor SE, McCarthy AE","2019-09-09","2.9","6u9v","Full-Length P2X7Structures Reveal How Palmitoylation Prevents Channel Desensitization."
"20703","REL","Cryo electron microscopy map of the ATP-gated rat P2X7 ion channel in the ATP-bound  open state","Mansoor SE, McCarthy AE","2019-09-09","3.3","6u9w","Full-Length P2X7Structures Reveal How Palmitoylation Prevents Channel Desensitization."
"20705","REL","Human IMPDH2 treated with ATP  IMP  NAD+  and 2 mM GTP. Bent (3/4 compressed  1/4 extended) segment reconstruction.","Johnson MC, Kollman JM","2019-09-10","3.7","6ua4","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20706","REL","Human IMPDH2 treated with ATP  IMP  NAD+  and 2 mM GTP. Free interfacial octamer reconstruction.","Johnson MC, Kollman JM","2019-09-10","3.8","6ua5","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20707","REL","Human IMPDH2 treated with ATP  IMP  NAD+  and 2 mM GTP. Free canonical octamer reconstruction.","Johnson MC, Kollman JM","2019-09-10","3.8","6uaj","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20708","REL","B-Raf:14-3-3 complex","Kondo Y, Ognjenovic J, Banerjee S, Karandur D, Merk A, Kulhanek K, Wong K, Roose JP, Subramaniam S, Kuriyan J","2019-09-11","3.9","6uan","Cryo-EM structure of a dimeric B-Raf:14-3-3 complex reveals asymmetry in the active sites of B-Raf kinases."
"20710","REL","AAV8 Baculovirus-Sf9 produced  empty capsid","Paulk NK, Poweleit N","2019-09-12","3.3","6ubm","Methods Matter: Standard Production Platforms for Recombinant AAV Produce Chemically and Functionally Distinct Vectors."
"20714","REL","Full length Glycine receptor reconstituted in lipid nanodisc in Apo/Resting conformation","Kumar A, Basak S, Chakrapani S","2019-09-12","3.3","6ubs","Mechanisms of activation and desensitization of full-length glycine receptor in lipid nanodiscs."
"20715","REL","Full length Glycine receptor reconstituted in lipid nanodisc in Gly-bound desensitized conformation","Kumar A, Basak S, Chakrapani S","2019-09-12","3.6","6ubt","Mechanisms of activation and desensitization of full-length glycine receptor in lipid nanodiscs."
"20727","REL","GluA2 in complex with its auxiliary subunit CNIH3 - with antagonist ZK200775  LBD  TMD  CNIH3  and lipids","Nakagawa T","2019-09-15","3.3","6ucb","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20728","REL","Cryo-EM structure of the mitochondrial TOM complex from yeast (dimer)","Park E, Tucker K","2019-09-17","3.1","6ucu","Cryo-EM structure of the mitochondrial protein-import channel TOM complex at near-atomic resolution."
"20731","REL","Full length Glycine receptor reconstituted in lipid nanodisc in Gly/PTX-bound open/blocked conformation","Kumar A, Basak S, Chakrapani S","2019-09-18","3.5","6ud3","Mechanisms of activation and desensitization of full-length glycine receptor in lipid nanodiscs."
"20732","REL","GluA2 in complex with its auxiliary subunit CNIH3 in AS map I - (LBD-TMD-C3(AS) I) - with antagonist ZK200775  without NTD","Nakagawa T","2019-09-18","3.5","","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20733","REL","GluA2 in complex with its auxiliary subunit CNIH3 in AS map II - (LBD-TMD-C3(AS) II)- with antagonist ZK200775  without NTD","Nakagawa T","2019-09-18","3.3","6ud4","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20734","REL","GluA2 in complex with its auxiliary subunit CNIH3 - with antagonist ZK200775","Nakagawa T","2019-09-18","3.2","6ud8","Structures of the AMPA receptor in complex with its auxiliary subunit cornichon."
"20739","REL","HIV-1 bNAb 1-18 in complex with BG505 SOSIP.664 and 10-1074","Abernathy ME, Barnes CO, Gristick HB, Bjorkman PJ","2019-09-19","2.5","6udj","Restriction of HIV-1 Escape by a Highly Broad and Potent Neutralizing Antibody."
"20740","REL","HIV-1 bNAb 1-55 in complex with modified BG505 SOSIP-based immunogen RC1 and 10-1074","Abernathy ME, Barnes CO, Gristick HB, Bjorkman PJ","2019-09-19","3.9","6udk","Restriction of HIV-1 Escape by a Highly Broad and Potent Neutralizing Antibody."
"20741","REL","Human IMPDH2 treated with ATP  IMP  and 20 mM GTP. Fully compressed filament segment reconstruction.","Johnson MC, Kollman JM","2019-09-19","3.2","6udo","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20742","REL","Human IMPDH2 treated with ATP  IMP  and 20 mM GTP. Filament assembly interface reconstruction.","Johnson MC, Kollman JM","2019-09-19","3","6udp","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20743","REL","Human IMPDH2 treated with ATP  IMP  and 20 mM GTP. Fully compressed filament end reconstruction.","Johnson MC, Kollman JM","2019-09-19","3.3","6udq","Cryo-EM structures demonstrate human IMPDH2 filament assembly tunes allosteric regulation."
"20749","REL","Structure of dimeric sIgA complex","Kumar N, Arthur CP, Ciferri C, Matsumoto ML","2019-09-20","2.9","6ue7","Structure of the secretory immunoglobulin A core."
"20750","REL","Structure of tetrameric sIgA complex (Class 1)","Kumar N, Arthur CP, Ciferri C, Matsumoto ML","2019-09-20","3","6ue8","Structure of the secretory immunoglobulin A core."
"20751","REL","Structure of tetrameric sIgA complex (Class 2)","Kumar N, Arthur CP, Ciferri C, Matsumoto ML","2019-09-20","2.9","6ue9","Structure of the secretory immunoglobulin A core."
"20752","REL","Structure of pentameric sIgA complex","Kumar N, Arthur CP, Ciferri C, Matsumoto ML","2019-09-20","3","6uea","Structure of the secretory immunoglobulin A core."
"20753","REL","Structure of Rabies SAD-B19 L-P complex from cryo-EM","Horwitz JA, Harrison SC","2019-09-20","3.3","6ueb","Structure of a rabies virus polymerase complex from electron cryo-microscopy."
"20754","REL","Cryo-EM structure of the respiratory syncytial virus RNA polymerase","Cao D, Gao Y, Liang B","2019-09-22","3.7","6uen","Cryo-EM structure of the respiratory syncytial virus RNA polymerase."
"20755","REL","Apo SAM-IV Riboswitch","Zhang K, Li S, Kappel K, Pintilie G, Su Z, Mou T, Schmid M, Das R, Chiu W","2019-09-23","3.7","6ues","Cryo-EM structure of a 40 kDa SAM-IV riboswitch RNA at 3.7 angstrom resolution."
"20760","REL","PA26PANc-T20S singly-capped","Yu Z, Cheng Y","2019-09-25","2.9","","PA26PANc-T20S singly-capped"
"20761","REL","Katanin hexamer in the spiral conformation in complex with substrate","Zehr EA, Roll-Mecak A","2019-09-26","3.5","6ugd","Katanin Grips the beta-Tubulin Tail through an Electropositive Double Spiral to Sever Microtubules."
"20762","REL","Katanin hexamer in the ring conformation in complex with substrate","Zehr EA, Roll-Mecak A","2019-09-26","3.6","6uge","Katanin Grips the beta-Tubulin Tail through an Electropositive Double Spiral to Sever Microtubules."
"20765","REL","Structural basis of COMPASS eCM recognition of an unmodified nucleosome","Hsu PL, Shi H, Zheng N","2019-09-26","3.7","6ugm","Structural Basis of H2B Ubiquitination-Dependent H3K4 Methylation by COMPASS."
"20766","REL","Structure of the EVA71 strain 11316 capsid","Lee H, Hafenstein S","2019-09-26","3","6uh1","Scaffold Simplification Strategy Leads to a Novel Generation of Dual Human Immunodeficiency Virus and Enterovirus-A71 Entry Inhibitors."
"20767","REL","Structural basis of COMPASS eCM recognition of the H2Bub nucleosome","Hsu PL, Shi H, Zheng N","2019-09-26","3.5","6uh5","Structural Basis of H2B Ubiquitination-Dependent H3K4 Methylation by COMPASS."
"20768","REL","EV-A71 strain 11316 complexed with MADAL compound 22","Lee H, Hafenstein S","2019-09-26","3","6uh6","Scaffold Simplification Strategy Leads to a Novel Generation of Dual Human Immunodeficiency Virus and Enterovirus-A71 Entry Inhibitors."
"20769","REL","EV-A71 strain 11316 complexed with MADAL compound 30","Lee H, Hafenstein S","2019-09-26","2.9","6uh7","Scaffold Simplification Strategy Leads to a Novel Generation of Dual Human Immunodeficiency Virus and Enterovirus-A71 Entry Inhibitors."
"20770","REL","CryoEM structure of human Arp2/3 complex with bound NPFs","Zimmet A, van Eeuwen T, Dominguez R","2019-09-27","3.9","6uhc","Cryo-EM structure of NPF-bound human Arp2/3 complex and activation mechanism."
"20783","REL","Structure of human ATP citrate lyase in complex with acetyl-CoA and oxaloacetate","Wei X, Marmorstein R","2019-09-30","3.1","6ui9","Molecular basis for acetyl-CoA production by ATP-citrate lyase."
"20788","REL","Cryo-EM structure of human CALHM2 in an active/open state","Lu W, Du J, Choi W","2019-10-01","3.3","6uiv","The structures and gating mechanism of human calcium homeostasis modulator 2."
"20789","REL","Cryo-EM structure of human CALHM2 in a ruthenium red-bound inhibited state","Lu W, Du J, Choi W","2019-10-01","2.7","6uiw","The structures and gating mechanism of human calcium homeostasis modulator 2."
"20790","REL","Cryo-EM structure of human CALHM2 gap junction","Lu W, Du J, Choi W","2019-10-01","3.5","6uix","The structures and gating mechanism of human calcium homeostasis modulator 2."
